"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3899","1","사이판여행","여행","해외여행","오세아니아","미국","390","1876","2266","20210916"
"3900","2","일본여행","여행","해외여행","아시아","일본","309","1390","1699","20210916"
"3901","3","괌여행","여행","해외여행","오세아니아","미국","187","852","1039","20210916"
"3902","4","태국여행","여행","해외여행","아시아","태국","196","749","945","20210916"
"3903","5","하와이여행","여행","해외여행","북아메리카","미국","190","713","903","20210916"
"3904","6","대만여행","여행","해외여행","아시아","대만","119","569","688","20210916"
"3905","7","미국여행","여행","해외여행","북아메리카","미국","161","478","639","20210916"
"3906","8","베트남여행","여행","해외여행","아시아","베트남","124","429","553","20210916"
"3907","9","스페인여행","여행","해외여행","유럽","스페인","99","446","545","20210916"
"3908","10","스위스여행","여행","해외여행","유럽","스위스","127","304","431","20210916"
