"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4979","1","일본여행","여행","해외여행","아시아","일본","518","2122","2640","20211228"
"4980","2","태국여행","여행","해외여행","아시아","태국","176","645","821","20211228"
"4981","3","터키여행","여행","해외여행","유럽","터키","182","628","810","20211228"
"4982","4","싱가포르여행","여행","해외여행","아시아","싱가포르","171","592","763","20211228"
"4983","5","베트남여행","여행","해외여행","아시아","베트남","150","585","735","20211228"
"4984","6","미국여행","여행","해외여행","북아메리카","미국","106","466","572","20211228"
"4985","7","하와이여행","여행","해외여행","북아메리카","미국","121","440","561","20211228"
"4986","8","스위스여행","여행","해외여행","유럽","스위스","85","419","504","20211228"
"4987","9","스페인여행","여행","해외여행","유럽","스페인","72","427","499","20211228"
"4988","10","괌여행","여행","해외여행","오세아니아","미국","136","352","488","20211228"
