SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9343,1,일본여행,여행,해외여행,아시아,일본,3934,18216,22150,20230109
9344,2,후쿠오카여행,여행,해외여행,아시아,일본,2395,8101,10496,20230109
9345,3,태국여행,여행,해외여행,아시아,태국,1512,8522,10034,20230109
9346,4,베트남여행,여행,해외여행,아시아,베트남,1380,7535,8915,20230109
9347,5,오사카여행,여행,해외여행,아시아,일본,1832,6817,8649,20230109
9348,6,대만여행,여행,해외여행,아시아,대만,1697,6756,8453,20230109
9349,7,도쿄여행,여행,해외여행,아시아,일본,1727,5490,7217,20230109
9350,8,싱가포르여행,여행,해외여행,아시아,싱가포르,1093,5451,6544,20230109
9351,9,세부여행,여행,해외여행,아시아,필리핀,835,3298,4133,20230109
9352,10,방콕여행,여행,해외여행,아시아,태국,796,3037,3833,20230109
