SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8813,1,일본여행,여행,해외여행,아시아,일본,3307,13505,16812,20221117
8814,2,후쿠오카여행,여행,해외여행,아시아,일본,1799,6215,8014,20221117
8815,3,오사카여행,여행,해외여행,아시아,일본,1531,5078,6609,20221117
8816,4,도쿄여행,여행,해외여행,아시아,일본,1350,4290,5640,20221117
8817,5,대만여행,여행,해외여행,아시아,대만,1147,4179,5326,20221117
8818,6,베트남여행,여행,해외여행,아시아,베트남,699,3740,4439,20221117
8819,7,싱가포르여행,여행,해외여행,아시아,싱가포르,581,3593,4174,20221117
8820,8,태국여행,여행,해외여행,아시아,태국,732,3317,4049,20221117
8821,9,삿포로여행,여행,해외여행,아시아,일본,683,2465,3148,20221117
8822,10,괌여행,여행,해외여행,오세아니아,미국,684,2197,2881,20221117
