"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2729","1","일본여행","여행","해외여행","아시아","일본","155","750","905","20210522"
"2730","2","하와이여행","여행","해외여행","북아메리카","미국","61","432","493","20210522"
"2731","3","베트남여행","여행","해외여행","아시아","베트남","44","361","405","20210522"
"2732","4","태국여행","여행","해외여행","아시아","태국","53","340","393","20210522"
"2733","5","미국여행","여행","해외여행","북아메리카","미국","45","304","349","20210522"
"2734","6","대만여행","여행","해외여행","아시아","대만","36","274","310","20210522"
"2735","7","괌여행","여행","해외여행","오세아니아","미국","42","266","308","20210522"
"2736","8","터키여행","여행","해외여행","유럽","터키","38","262","300","20210522"
"2737","9","스페인여행","여행","해외여행","유럽","스페인","56","230","286","20210522"
"2738","10","싱가포르여행","여행","해외여행","아시아","싱가포르","31","235","266","20210522"
