"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6049","1","일본여행","여행","해외여행","아시아","일본","2588","8330","10918","20220414"
"6050","2","베트남여행","여행","해외여행","아시아","베트남","657","2684","3341","20220414"
"6051","3","괌여행","여행","해외여행","오세아니아","미국","699","2226","2925","20220414"
"6052","4","하와이여행","여행","해외여행","북아메리카","미국","491","2181","2672","20220414"
"6053","5","태국여행","여행","해외여행","아시아","태국","542","2121","2663","20220414"
"6054","6","싱가포르여행","여행","해외여행","아시아","싱가포르","433","2016","2449","20220414"
"6055","7","터키여행","여행","해외여행","유럽","터키","320","1512","1832","20220414"
"6056","8","발리여행","여행","해외여행","아시아","인도네시아","293","1420","1713","20220414"
"6057","9","스위스여행","여행","해외여행","유럽","스위스","277","1371","1648","20220414"
"6058","10","대만여행","여행","해외여행","아시아","대만","350","1263","1613","20220414"
