"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4179","1","일본여행","여행","해외여행","아시아","일본","868","2943","3811","20211014"
"4180","2","싱가포르여행","여행","해외여행","아시아","싱가포르","511","2177","2688","20211014"
"4181","3","태국여행","여행","해외여행","아시아","태국","413","1875","2288","20211014"
"4182","4","괌여행","여행","해외여행","오세아니아","미국","458","1497","1955","20211014"
"4183","5","사이판여행","여행","해외여행","오세아니아","미국","279","1192","1471","20211014"
"4184","6","하와이여행","여행","해외여행","북아메리카","미국","267","1133","1400","20211014"
"4185","7","미국여행","여행","해외여행","북아메리카","미국","255","928","1183","20211014"
"4186","8","스페인여행","여행","해외여행","유럽","스페인","173","804","977","20211014"
"4187","9","베트남여행","여행","해외여행","아시아","베트남","204","754","958","20211014"
"4188","10","대만여행","여행","해외여행","아시아","대만","214","643","857","20211014"
