"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4009","1","일본여행","여행","해외여행","아시아","일본","565","2050","2615","20210927"
"4010","2","사이판여행","여행","해외여행","오세아니아","미국","322","1352","1674","20210927"
"4011","3","괌여행","여행","해외여행","오세아니아","미국","304","1089","1393","20210927"
"4012","4","하와이여행","여행","해외여행","북아메리카","미국","273","1007","1280","20210927"
"4013","5","태국여행","여행","해외여행","아시아","태국","240","735","975","20210927"
"4014","6","미국여행","여행","해외여행","북아메리카","미국","190","668","858","20210927"
"4015","7","발리여행","여행","해외여행","아시아","인도네시아","174","647","821","20210927"
"4016","8","스페인여행","여행","해외여행","유럽","스페인","141","507","648","20210927"
"4017","9","대만여행","여행","해외여행","아시아","대만","140","470","610","20210927"
"4018","10","스위스여행","여행","해외여행","유럽","스위스","138","465","603","20210927"
