"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1271","1","일본여행","여행","해외여행","아시아","일본","132","735","867","20201227"
"1272","2","스위스여행","여행","해외여행","유럽","스위스","43","462","505","20201227"
"1273","3","대만여행","여행","해외여행","아시아","대만","46","457","503","20201227"
"1274","4","베트남여행","여행","해외여행","아시아","베트남","41","443","484","20201227"
"1275","5","하와이여행","여행","해외여행","북아메리카","미국","48","362","410","20201227"
"1276","6","블라디보스톡여행","여행","해외여행","아시아","러시아","24","380","404","20201227"
"1277","7","태국여행","여행","해외여행","아시아","태국","47","335","382","20201227"
"1278","8","미국여행","여행","해외여행","북아메리카","미국","37","290","327","20201227"
"1279","9","터키여행","여행","해외여행","유럽","터키","26","257","283","20201227"
"1280","10","괌여행","여행","해외여행","오세아니아","미국","36","207","243","20201227"
