"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"311","1","일본여행","여행","해외여행","아시아","일본","290","1068","1358","20200922"
"312","2","대만여행","여행","해외여행","아시아","대만","165","475","640","20200922"
"313","3","스위스여행","여행","해외여행","유럽","스위스","144","344","488","20200922"
"314","4","미국여행","여행","해외여행","북아메리카","미국","76","400","476","20200922"
"315","5","베트남여행","여행","해외여행","아시아","베트남","100","343","443","20200922"
"316","6","태국여행","여행","해외여행","아시아","태국","91","282","373","20200922"
"317","7","하와이여행","여행","해외여행","북아메리카","미국","89","276","365","20200922"
"318","8","중국여행","여행","해외여행","아시아","중국","91","267","358","20200922"
"319","9","인도여행","여행","해외여행","아시아","인도","71","242","313","20200922"
"320","10","스페인여행","여행","해외여행","유럽","스페인","63","230","293","20200922"
