"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1959","1","일본여행","여행","해외여행","아시아","일본","133","793","926","20210306"
"1960","2","베트남여행","여행","해외여행","아시아","베트남","61","410","471","20210306"
"1961","3","하와이여행","여행","해외여행","북아메리카","미국","52","315","367","20210306"
"1962","4","대만여행","여행","해외여행","아시아","대만","36","305","341","20210306"
"1963","5","터키여행","여행","해외여행","유럽","터키","20","299","319","20210306"
"1964","6","태국여행","여행","해외여행","아시아","태국","50","258","308","20210306"
"1965","7","미국여행","여행","해외여행","북아메리카","미국","42","247","289","20210306"
"1966","8","스위스여행","여행","해외여행","유럽","스위스","50","204","254","20210306"
"1967","9","중국여행","여행","해외여행","아시아","중국","33","196","229","20210306"
"1968","10","스페인여행","여행","해외여행","유럽","스페인","27","186","213","20210306"
