SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9593,1,일본여행,여행,해외여행,아시아,일본,3258,14603,17861,20230131
9594,2,대만여행,여행,해외여행,아시아,대만,1814,8262,10076,20230131
9595,3,싱가포르여행,여행,해외여행,아시아,싱가포르,1153,5781,6934,20230131
9596,4,베트남여행,여행,해외여행,아시아,베트남,1147,5709,6856,20230131
9597,5,후쿠오카여행,여행,해외여행,아시아,일본,1680,5087,6767,20230131
9598,6,오사카여행,여행,해외여행,아시아,일본,1362,5209,6571,20230131
9599,7,태국여행,여행,해외여행,아시아,태국,927,4468,5395,20230131
9600,8,도쿄여행,여행,해외여행,아시아,일본,1289,4076,5365,20230131
9601,9,괌여행,여행,해외여행,오세아니아,미국,941,2974,3915,20230131
9602,10,발리여행,여행,해외여행,아시아,인도네시아,663,3068,3731,20230131
