"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4679","1","일본여행","여행","해외여행","아시아","일본","310","1606","1916","20211203"
"4680","2","태국여행","여행","해외여행","아시아","태국","213","839","1052","20211203"
"4681","3","미국여행","여행","해외여행","북아메리카","미국","175","684","859","20211203"
"4682","4","싱가포르여행","여행","해외여행","아시아","싱가포르","172","653","825","20211203"
"4683","5","하와이여행","여행","해외여행","북아메리카","미국","137","527","664","20211203"
"4684","6","베트남여행","여행","해외여행","아시아","베트남","111","521","632","20211203"
"4685","7","괌여행","여행","해외여행","오세아니아","미국","136","493","629","20211203"
"4686","8","터키여행","여행","해외여행","유럽","터키","102","441","543","20211203"
"4687","9","사이판여행","여행","해외여행","오세아니아","미국","83","396","479","20211203"
"4688","10","스페인여행","여행","해외여행","유럽","스페인","71","389","460","20211203"
