SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9263,1,일본여행,여행,해외여행,아시아,일본,1703,19770,21473,20230101
9264,2,베트남여행,여행,해외여행,아시아,베트남,559,11852,12411,20230101
9265,3,후쿠오카여행,여행,해외여행,아시아,일본,1111,8626,9737,20230101
9266,4,달랏여행,여행,해외여행,아시아,베트남,170,8314,8484,20230101
9267,5,오사카여행,여행,해외여행,아시아,일본,775,6982,7757,20230101
9268,6,대만여행,여행,해외여행,아시아,대만,601,6765,7366,20230101
9269,7,도쿄여행,여행,해외여행,아시아,일본,799,5459,6258,20230101
9270,8,싱가포르여행,여행,해외여행,아시아,싱가포르,362,5595,5957,20230101
9271,9,태국여행,여행,해외여행,아시아,태국,406,5316,5722,20230101
9272,10,다낭여행,여행,해외여행,아시아,베트남,274,3745,4019,20230101
