"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3879","1","사이판여행","여행","해외여행","오세아니아","미국","317","1665","1982","20210914"
"3880","2","일본여행","여행","해외여행","아시아","일본","405","1397","1802","20210914"
"3881","3","괌여행","여행","해외여행","오세아니아","미국","254","780","1034","20210914"
"3882","4","하와이여행","여행","해외여행","북아메리카","미국","195","695","890","20210914"
"3883","5","태국여행","여행","해외여행","아시아","태국","201","681","882","20210914"
"3884","6","베트남여행","여행","해외여행","아시아","베트남","136","549","685","20210914"
"3885","7","미국여행","여행","해외여행","북아메리카","미국","146","487","633","20210914"
"3886","8","스위스여행","여행","해외여행","유럽","스위스","123","402","525","20210914"
"3887","9","스페인여행","여행","해외여행","유럽","스페인","121","388","509","20210914"
"3888","10","대만여행","여행","해외여행","아시아","대만","119","341","460","20210914"
