"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1861","1","일본여행","여행","해외여행","아시아","일본","219","789","1008","20210224"
"1862","2","베트남여행","여행","해외여행","아시아","베트남","107","357","464","20210224"
"1863","3","하와이여행","여행","해외여행","북아메리카","미국","103","291","394","20210224"
"1864","4","대만여행","여행","해외여행","아시아","대만","95","288","383","20210224"
"1865","5","미국여행","여행","해외여행","북아메리카","미국","40","262","302","20210224"
"1866","6","태국여행","여행","해외여행","아시아","태국","61","234","295","20210224"
"1867","7","영국여행","여행","해외여행","유럽","영국여행","59","178","237","20210224"
"1868","8","스위스여행","여행","해외여행","유럽","스위스","47","185","232","20210224"
"1869","9","중국여행","여행","해외여행","아시아","중국","41","160","201","20210224"
"1870","10","괌여행","여행","해외여행","오세아니아","미국","51","144","195","20210224"
