SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9853,1,일본여행,여행,해외여행,아시아,일본,1198,11496,12694,20230226
9854,2,세부여행,여행,해외여행,아시아,필리핀,376,7869,8245,20230226
9855,3,대만여행,여행,해외여행,아시아,대만,644,7372,8016,20230226
9856,4,베트남여행,여행,해외여행,아시아,베트남,343,6652,6995,20230226
9857,5,싱가포르여행,여행,해외여행,아시아,싱가포르,411,5585,5996,20230226
9858,6,태국여행,여행,해외여행,아시아,태국,303,4964,5267,20230226
9859,7,후쿠오카여행,여행,해외여행,아시아,일본,691,4565,5256,20230226
9860,8,오사카여행,여행,해외여행,아시아,일본,585,4655,5240,20230226
9861,9,도쿄여행,여행,해외여행,아시아,일본,565,3748,4313,20230226
9862,10,발리여행,여행,해외여행,아시아,인도네시아,266,4012,4278,20230226
