SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10206,1,일본여행,여행,해외여행,아시아,일본,1087,10618,11705,20230402
10207,2,대만여행,여행,해외여행,아시아,대만,586,7816,8402,20230402
10208,3,베트남여행,여행,해외여행,아시아,베트남,345,5487,5832,20230402
10209,4,오사카여행,여행,해외여행,아시아,일본,619,4336,4955,20230402
10210,5,라오스여행,여행,해외여행,아시아,라오스,148,4767,4915,20230402
10211,6,후쿠오카여행,여행,해외여행,아시아,일본,562,4179,4741,20230402
10212,7,싱가포르여행,여행,해외여행,아시아,싱가포르,284,4350,4634,20230402
10213,8,도쿄여행,여행,해외여행,아시아,일본,569,3671,4240,20230402
10214,9,세부여행,여행,해외여행,아시아,필리핀,261,3906,4167,20230402
10215,10,태국여행,여행,해외여행,아시아,태국,264,3548,3812,20230402
