"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"1081","1","일본여행","여행","해외여행","아시아","일본","246","813","1059","20201208"
"1082","2","베트남여행","여행","해외여행","아시아","베트남","112","296","408","20201208"
"1083","3","미국여행","여행","해외여행","북아메리카","미국","71","325","396","20201208"
"1084","4","대만여행","여행","해외여행","아시아","대만","83","300","383","20201208"
"1085","5","스위스여행","여행","해외여행","유럽","스위스","74","281","355","20201208"
"1086","6","태국여행","여행","해외여행","아시아","태국","86","227","313","20201208"
"1087","7","하와이여행","여행","해외여행","북아메리카","미국","60","214","274","20201208"
"1088","8","중국여행","여행","해외여행","아시아","중국","54","219","273","20201208"
"1089","9","사이판여행","여행","해외여행","오세아니아","미국","25","217","242","20201208"
"1090","10","발리여행","여행","해외여행","아시아","인도네시아","52","156","208","20201208"
