SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9133,1,일본여행,여행,해외여행,아시아,일본,3822,17084,20906,20221219
9134,2,후쿠오카여행,여행,해외여행,아시아,일본,2261,7533,9794,20221219
9135,3,오사카여행,여행,해외여행,아시아,일본,1653,6078,7731,20221219
9136,4,대만여행,여행,해외여행,아시아,대만,1412,5088,6500,20221219
9137,5,도쿄여행,여행,해외여행,아시아,일본,1486,4973,6459,20221219
9138,6,베트남여행,여행,해외여행,아시아,베트남,985,5265,6250,20221219
9139,7,태국여행,여행,해외여행,아시아,태국,849,4300,5149,20221219
9140,8,싱가포르여행,여행,해외여행,아시아,싱가포르,727,4136,4863,20221219
9141,9,삿포로여행,여행,해외여행,아시아,일본,1013,3590,4603,20221219
9142,10,발리여행,여행,해외여행,아시아,인도네시아,371,4106,4477,20221219
