SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8863,1,일본여행,여행,해외여행,아시아,일본,3818,14227,18045,20221122
8864,2,후쿠오카여행,여행,해외여행,아시아,일본,2072,6686,8758,20221122
8865,3,오사카여행,여행,해외여행,아시아,일본,1697,5652,7349,20221122
8866,4,도쿄여행,여행,해외여행,아시아,일본,1464,4848,6312,20221122
8867,5,대만여행,여행,해외여행,아시아,대만,1316,4564,5880,20221122
8868,6,베트남여행,여행,해외여행,아시아,베트남,811,3931,4742,20221122
8869,7,싱가포르여행,여행,해외여행,아시아,싱가포르,727,3724,4451,20221122
8870,8,태국여행,여행,해외여행,아시아,태국,746,3395,4141,20221122
8871,9,삿포로여행,여행,해외여행,아시아,일본,895,2996,3891,20221122
8872,10,세부여행,여행,해외여행,아시아,필리핀,582,2562,3144,20221122
