SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10436,1,일본여행,여행,해외여행,아시아,일본,2395,9477,11872,20230425
10437,2,대만여행,여행,해외여행,아시아,대만,1596,6001,7597,20230425
10438,3,베트남여행,여행,해외여행,아시아,베트남,969,5925,6894,20230425
10439,4,후쿠오카여행,여행,해외여행,아시아,일본,1372,4741,6113,20230425
10440,5,오사카여행,여행,해외여행,아시아,일본,1308,4176,5484,20230425
10441,6,싱가포르여행,여행,해외여행,아시아,싱가포르,832,4198,5030,20230425
10442,7,태국여행,여행,해외여행,아시아,태국,782,3654,4436,20230425
10443,8,도쿄여행,여행,해외여행,아시아,일본,1084,3135,4219,20230425
10444,9,세부여행,여행,해외여행,아시아,필리핀,817,3289,4106,20230425
10445,10,방콕여행,여행,해외여행,아시아,태국,751,2825,3576,20230425
