SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8833,1,일본여행,여행,해외여행,아시아,일본,1640,13559,15199,20221119
8834,2,후쿠오카여행,여행,해외여행,아시아,일본,828,6402,7230,20221119
8835,3,오사카여행,여행,해외여행,아시아,일본,771,5292,6063,20221119
8836,4,도쿄여행,여행,해외여행,아시아,일본,700,4576,5276,20221119
8837,5,대만여행,여행,해외여행,아시아,대만,427,4342,4769,20221119
8838,6,싱가포르여행,여행,해외여행,아시아,싱가포르,249,4027,4276,20221119
8839,7,베트남여행,여행,해외여행,아시아,베트남,233,3830,4063,20221119
8840,8,태국여행,여행,해외여행,아시아,태국,256,3806,4062,20221119
8841,9,삿포로여행,여행,해외여행,아시아,일본,296,2901,3197,20221119
8842,10,세부여행,여행,해외여행,아시아,필리핀,229,2247,2476,20221119
