"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4109","1","일본여행","여행","해외여행","아시아","일본","741","2531","3272","20211007"
"4110","2","괌여행","여행","해외여행","오세아니아","미국","438","1511","1949","20211007"
"4111","3","사이판여행","여행","해외여행","오세아니아","미국","275","1139","1414","20211007"
"4112","4","하와이여행","여행","해외여행","북아메리카","미국","253","888","1141","20211007"
"4113","5","태국여행","여행","해외여행","아시아","태국","229","857","1086","20211007"
"4114","6","발리여행","여행","해외여행","아시아","인도네시아","193","781","974","20211007"
"4115","7","미국여행","여행","해외여행","북아메리카","미국","148","663","811","20211007"
"4116","8","스위스여행","여행","해외여행","유럽","스위스","180","606","786","20211007"
"4117","9","스페인여행","여행","해외여행","유럽","스페인","178","608","786","20211007"
"4118","10","베트남여행","여행","해외여행","아시아","베트남","163","585","748","20211007"
