SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9653,1,일본여행,여행,해외여행,아시아,일본,3969,15732,19701,20230206
9654,2,대만여행,여행,해외여행,아시아,대만,2126,8313,10439,20230206
9655,3,후쿠오카여행,여행,해외여행,아시아,일본,1979,6514,8493,20230206
9656,4,싱가포르여행,여행,해외여행,아시아,싱가포르,1317,6240,7557,20230206
9657,5,베트남여행,여행,해외여행,아시아,베트남,1278,6001,7279,20230206
9658,6,오사카여행,여행,해외여행,아시아,일본,1614,5574,7188,20230206
9659,7,발리여행,여행,해외여행,아시아,인도네시아,1165,5487,6652,20230206
9660,8,도쿄여행,여행,해외여행,아시아,일본,1452,4784,6236,20230206
9661,9,태국여행,여행,해외여행,아시아,태국,1076,4474,5550,20230206
9662,10,터키여행,여행,해외여행,유럽,터키,587,4425,5012,20230206
