"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6813","1","일본여행","여행","해외여행","아시아","일본","4133","14242","18375","20220623"
"6814","2","베트남여행","여행","해외여행","아시아","베트남","938","4135","5073","20220623"
"6815","3","싱가포르여행","여행","해외여행","아시아","싱가포르","728","3088","3816","20220623"
"6816","4","태국여행","여행","해외여행","아시아","태국","839","2893","3732","20220623"
"6817","5","괌여행","여행","해외여행","오세아니아","미국","840","2585","3425","20220623"
"6818","6","대만여행","여행","해외여행","아시아","대만","540","1806","2346","20220623"
"6819","7","터키여행","여행","해외여행","유럽","터키","349","1792","2141","20220623"
"6820","8","방콕여행","여행","해외여행","아시아","태국","482","1602","2084","20220623"
"6821","9","하와이여행","여행","해외여행","북아메리카","미국","321","1560","1881","20220623"
"6822","10","발리여행","여행","해외여행","아시아","인도네시아","304","1532","1836","20220623"
