"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5049","1","일본여행","여행","해외여행","아시아","일본","501","2164","2665","20220104"
"5050","2","태국여행","여행","해외여행","아시아","태국","214","811","1025","20220104"
"5051","3","터키여행","여행","해외여행","유럽","터키","204","640","844","20220104"
"5052","4","베트남여행","여행","해외여행","아시아","베트남","134","659","793","20220104"
"5053","5","사이판여행","여행","해외여행","오세아니아","미국","184","548","732","20220104"
"5054","6","싱가포르여행","여행","해외여행","아시아","싱가포르","133","496","629","20220104"
"5055","7","스위스여행","여행","해외여행","유럽","스위스","126","464","590","20220104"
"5056","8","하와이여행","여행","해외여행","북아메리카","미국","131","457","588","20220104"
"5057","9","미국여행","여행","해외여행","북아메리카","미국","115","431","546","20220104"
"5058","10","괌여행","여행","해외여행","오세아니아","미국","136","366","502","20220104"
