"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2139","1","일본여행","여행","해외여행","아시아","일본","252","809","1061","20210324"
"2140","2","베트남여행","여행","해외여행","아시아","베트남","132","471","603","20210324"
"2141","3","대만여행","여행","해외여행","아시아","대만","131","302","433","20210324"
"2142","4","미국여행","여행","해외여행","북아메리카","미국","63","315","378","20210324"
"2143","5","태국여행","여행","해외여행","아시아","태국","103","269","372","20210324"
"2144","6","하와이여행","여행","해외여행","북아메리카","미국","81","266","347","20210324"
"2145","7","스위스여행","여행","해외여행","유럽","스위스","67","266","333","20210324"
"2146","8","중국여행","여행","해외여행","아시아","중국","55","234","289","20210324"
"2147","9","터키여행","여행","해외여행","유럽","터키","57","206","263","20210324"
"2148","10","괌여행","여행","해외여행","오세아니아","미국","68","169","237","20210324"
