"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2939","1","조지아여행","여행","해외여행","유럽","조지아","17","1233","1250","20210612"
"2940","2","일본여행","여행","해외여행","아시아","일본","239","999","1238","20210612"
"2941","3","괌여행","여행","해외여행","오세아니아","미국","102","820","922","20210612"
"2942","4","하와이여행","여행","해외여행","북아메리카","미국","91","722","813","20210612"
"2943","5","싱가포르여행","여행","해외여행","아시아","싱가포르","72","621","693","20210612"
"2944","6","태국여행","여행","해외여행","아시아","태국","79","601","680","20210612"
"2945","7","대만여행","여행","해외여행","아시아","대만","74","540","614","20210612"
"2946","8","베트남여행","여행","해외여행","아시아","베트남","62","424","486","20210612"
"2947","9","프랑스여행","여행","해외여행","유럽","프랑스","69","409","478","20210612"
"2948","10","미국여행","여행","해외여행","북아메리카","미국","71","393","464","20210612"
