"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"8643","1","일본여행","여행","해외여행","아시아","일본","3082","11268","14350","20221031"
"8644","2","후쿠오카여행","여행","해외여행","아시아","일본","1477","4782","6259","20221031"
"8645","3","오사카여행","여행","해외여행","아시아","일본","1450","4614","6064","20221031"
"8646","4","도쿄여행","여행","해외여행","아시아","일본","1188","3486","4674","20221031"
"8647","5","대만여행","여행","해외여행","아시아","대만","1002","3306","4308","20221031"
"8648","6","베트남여행","여행","해외여행","아시아","베트남","624","3246","3870","20221031"
"8649","7","싱가포르여행","여행","해외여행","아시아","싱가포르","578","3040","3618","20221031"
"8650","8","태국여행","여행","해외여행","아시아","태국","581","2732","3313","20221031"
"8651","9","삿포로여행","여행","해외여행","아시아","일본","566","2028","2594","20221031"
"8652","10","괌여행","여행","해외여행","오세아니아","미국","607","1974","2581","20221031"
