"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2299","1","일본여행","여행","해외여행","아시아","일본","242","682","924","20210409"
"2300","2","베트남여행","여행","해외여행","아시아","베트남","111","327","438","20210409"
"2301","3","태국여행","여행","해외여행","아시아","태국","120","307","427","20210409"
"2302","4","대만여행","여행","해외여행","아시아","대만","95","273","368","20210409"
"2303","5","미국여행","여행","해외여행","북아메리카","미국","63","279","342","20210409"
"2304","6","스위스여행","여행","해외여행","유럽","스위스","60","236","296","20210409"
"2305","7","하와이여행","여행","해외여행","북아메리카","미국","77","214","291","20210409"
"2306","8","중국여행","여행","해외여행","아시아","중국","56","199","255","20210409"
"2307","9","스페인여행","여행","해외여행","유럽","스페인","61","187","248","20210409"
"2308","10","이탈리아여행","여행","해외여행","유럽","이탈리아","48","177","225","20210409"
