SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10033,1,일본여행,여행,해외여행,아시아,일본,2310,9221,11531,20230316
10034,2,대만여행,여행,해외여행,아시아,대만,1607,5551,7158,20230316
10035,3,후쿠오카여행,여행,해외여행,아시아,일본,1253,4066,5319,20230316
10036,4,베트남여행,여행,해외여행,아시아,베트남,882,4380,5262,20230316
10037,5,오사카여행,여행,해외여행,아시아,일본,1090,3637,4727,20230316
10038,6,스페인여행,여행,해외여행,유럽,스페인,458,4228,4686,20230316
10039,7,싱가포르여행,여행,해외여행,아시아,싱가포르,776,3669,4445,20230316
10040,8,도쿄여행,여행,해외여행,아시아,일본,945,2974,3919,20230316
10041,9,태국여행,여행,해외여행,아시아,태국,598,3052,3650,20230316
10042,10,세부여행,여행,해외여행,아시아,필리핀,787,2851,3638,20230316
