"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"991","1","일본여행","여행","해외여행","아시아","일본","162","856","1018","20201129"
"992","2","대만여행","여행","해외여행","아시아","대만","76","514","590","20201129"
"993","3","스위스여행","여행","해외여행","유럽","스위스","72","427","499","20201129"
"994","4","베트남여행","여행","해외여행","아시아","베트남","41","409","450","20201129"
"995","5","미국여행","여행","해외여행","북아메리카","미국","49","311","360","20201129"
"996","6","태국여행","여행","해외여행","아시아","태국","46","257","303","20201129"
"997","7","하와이여행","여행","해외여행","북아메리카","미국","47","241","288","20201129"
"998","8","중국여행","여행","해외여행","아시아","중국","29","221","250","20201129"
"999","9","발리여행","여행","해외여행","아시아","인도네시아","23","212","235","20201129"
"1000","10","괌여행","여행","해외여행","오세아니아","미국","37","192","229","20201129"
