"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6379","1","일본여행","여행","해외여행","아시아","일본","4236","16267","20503","20220513"
"6380","2","베트남여행","여행","해외여행","아시아","베트남","706","3609","4315","20220513"
"6381","3","태국여행","여행","해외여행","아시아","태국","727","3510","4237","20220513"
"6382","4","터키여행","여행","해외여행","유럽","터키","288","2757","3045","20220513"
"6383","5","괌여행","여행","해외여행","오세아니아","미국","694","2292","2986","20220513"
"6384","6","싱가포르여행","여행","해외여행","아시아","싱가포르","462","2516","2978","20220513"
"6385","7","하와이여행","여행","해외여행","북아메리카","미국","370","1793","2163","20220513"
"6386","8","대만여행","여행","해외여행","아시아","대만","380","1558","1938","20220513"
"6387","9","발리여행","여행","해외여행","아시아","인도네시아","346","1390","1736","20220513"
"6388","10","이탈리아여행","여행","해외여행","유럽","이탈리아","215","1417","1632","20220513"
