"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"4839","1","일본여행","여행","해외여행","아시아","일본","252","1946","2198","20211219"
"4840","2","터키여행","여행","해외여행","유럽","터키","151","1253","1404","20211219"
"4841","3","태국여행","여행","해외여행","아시아","태국","108","808","916","20211219"
"4842","4","싱가포르여행","여행","해외여행","아시아","싱가포르","86","795","881","20211219"
"4843","5","베트남여행","여행","해외여행","아시아","베트남","80","694","774","20211219"
"4844","6","하와이여행","여행","해외여행","북아메리카","미국","48","620","668","20211219"
"4845","7","미국여행","여행","해외여행","북아메리카","미국","80","458","538","20211219"
"4846","8","대만여행","여행","해외여행","아시아","대만","40","452","492","20211219"
"4847","9","호주여행","여행","해외여행","오세아니아","호주","39","452","491","20211219"
"4848","10","스페인여행","여행","해외여행","유럽","스페인","51","436","487","20211219"
