"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5829","1","일본여행","여행","해외여행","아시아","일본","2017","5900","7917","20220323"
"5830","2","베트남여행","여행","해외여행","아시아","베트남","508","2311","2819","20220323"
"5831","3","태국여행","여행","해외여행","아시아","태국","544","2055","2599","20220323"
"5832","4","하와이여행","여행","해외여행","북아메리카","미국","446","1924","2370","20220323"
"5833","5","괌여행","여행","해외여행","오세아니아","미국","541","1800","2341","20220323"
"5834","6","싱가포르여행","여행","해외여행","아시아","싱가포르","279","1492","1771","20220323"
"5835","7","사이판여행","여행","해외여행","오세아니아","미국","306","1248","1554","20220323"
"5836","8","발리여행","여행","해외여행","아시아","인도네시아","283","1136","1419","20220323"
"5837","9","터키여행","여행","해외여행","유럽","터키","286","1052","1338","20220323"
"5838","10","스위스여행","여행","해외여행","유럽","스위스","235","969","1204","20220323"
