SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9633,1,일본여행,여행,해외여행,아시아,일본,1468,14874,16342,20230204
9634,2,발리여행,여행,해외여행,아시아,인도네시아,380,9254,9634,20230204
9635,3,대만여행,여행,해외여행,아시아,대만,822,8216,9038,20230204
9636,4,싱가포르여행,여행,해외여행,아시아,싱가포르,505,5923,6428,20230204
9637,5,베트남여행,여행,해외여행,아시아,베트남,422,5739,6161,20230204
9638,6,후쿠오카여행,여행,해외여행,아시아,일본,779,5359,6138,20230204
9639,7,오사카여행,여행,해외여행,아시아,일본,729,5106,5835,20230204
9640,8,도쿄여행,여행,해외여행,아시아,일본,702,4613,5315,20230204
9641,9,태국여행,여행,해외여행,아시아,태국,334,4408,4742,20230204
9642,10,홍콩여행,여행,해외여행,아시아,중국,374,3747,4121,20230204
