SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9173,1,일본여행,여행,해외여행,아시아,일본,2599,12992,15591,20221223
9174,2,후쿠오카여행,여행,해외여행,아시아,일본,1715,6074,7789,20221223
9175,3,오사카여행,여행,해외여행,아시아,일본,1331,4936,6267,20221223
9176,4,대만여행,여행,해외여행,아시아,대만,1110,4599,5709,20221223
9177,5,도쿄여행,여행,해외여행,아시아,일본,1257,3902,5159,20221223
9178,6,베트남여행,여행,해외여행,아시아,베트남,733,4170,4903,20221223
9179,7,싱가포르여행,여행,해외여행,아시아,싱가포르,543,3579,4122,20221223
9180,8,태국여행,여행,해외여행,아시아,태국,533,3543,4076,20221223
9181,9,삿포로여행,여행,해외여행,아시아,일본,640,2562,3202,20221223
9182,10,세부여행,여행,해외여행,아시아,필리핀,460,2185,2645,20221223
