SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10556,1,일본여행,여행,해외여행,아시아,일본,1120,10865,11985,20230507
10557,2,대만여행,여행,해외여행,아시아,대만,582,7059,7641,20230507
10558,3,베트남여행,여행,해외여행,아시아,베트남,381,6324,6705,20230507
10559,4,홍콩여행,여행,해외여행,아시아,중국,329,5865,6194,20230507
10560,5,후쿠오카여행,여행,해외여행,아시아,일본,642,5510,6152,20230507
10561,6,싱가포르여행,여행,해외여행,아시아,싱가포르,351,4818,5169,20230507
10562,7,오사카여행,여행,해외여행,아시아,일본,598,4413,5011,20230507
10563,8,세부여행,여행,해외여행,아시아,필리핀,286,4172,4458,20230507
10564,9,태국여행,여행,해외여행,아시아,태국,288,4080,4368,20230507
10565,10,도쿄여행,여행,해외여행,아시아,일본,514,3622,4136,20230507
