"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"8073","1","일본여행","여행","해외여행","아시아","일본","4947","16580","21527","20220905"
"8074","2","태국여행","여행","해외여행","아시아","태국","888","3005","3893","20220905"
"8075","3","싱가포르여행","여행","해외여행","아시아","싱가포르","697","3023","3720","20220905"
"8076","4","베트남여행","여행","해외여행","아시아","베트남","642","2966","3608","20220905"
"8077","5","괌여행","여행","해외여행","오세아니아","미국","747","2224","2971","20220905"
"8078","6","방콕여행","여행","해외여행","아시아","태국","630","2166","2796","20220905"
"8079","7","대만여행","여행","해외여행","아시아","대만","597","1866","2463","20220905"
"8080","8","스위스여행","여행","해외여행","유럽","스위스","309","2092","2401","20220905"
"8081","9","터키여행","여행","해외여행","유럽","터키","270","1828","2098","20220905"
"8082","10","다낭여행","여행","해외여행","아시아","베트남","400","1369","1769","20220905"
