SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9143,1,일본여행,여행,해외여행,아시아,일본,3788,16057,19845,20221220
9144,2,후쿠오카여행,여행,해외여행,아시아,일본,2265,7381,9646,20221220
9145,3,오사카여행,여행,해외여행,아시아,일본,1604,6020,7624,20221220
9146,4,대만여행,여행,해외여행,아시아,대만,1320,5201,6521,20221220
9147,5,도쿄여행,여행,해외여행,아시아,일본,1475,4794,6269,20221220
9148,6,베트남여행,여행,해외여행,아시아,베트남,897,5092,5989,20221220
9149,7,태국여행,여행,해외여행,아시아,태국,807,3986,4793,20221220
9150,8,싱가포르여행,여행,해외여행,아시아,싱가포르,740,3745,4485,20221220
9151,9,삿포로여행,여행,해외여행,아시아,일본,982,3410,4392,20221220
9152,10,발리여행,여행,해외여행,아시아,인도네시아,399,3581,3980,20221220
