SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10286,1,일본여행,여행,해외여행,아시아,일본,2649,10982,13631,20230410
10287,2,대만여행,여행,해외여행,아시아,대만,1621,7268,8889,20230410
10288,3,후쿠오카여행,여행,해외여행,아시아,일본,1446,4830,6276,20230410
10289,4,베트남여행,여행,해외여행,아시아,베트남,984,5150,6134,20230410
10290,5,오사카여행,여행,해외여행,아시아,일본,1311,4250,5561,20230410
10291,6,싱가포르여행,여행,해외여행,아시아,싱가포르,873,4114,4987,20230410
10292,7,도쿄여행,여행,해외여행,아시아,일본,1145,3623,4768,20230410
10293,8,세부여행,여행,해외여행,아시아,필리핀,813,3304,4117,20230410
10294,9,태국여행,여행,해외여행,아시아,태국,731,3328,4059,20230410
10295,10,괌여행,여행,해외여행,오세아니아,미국,1020,2988,4008,20230410
