"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"2839","1","괌여행","여행","해외여행","오세아니아","미국","526","1018","1544","20210602"
"2840","2","일본여행","여행","해외여행","아시아","일본","351","917","1268","20210602"
"2841","3","하와이여행","여행","해외여행","북아메리카","미국","186","680","866","20210602"
"2842","4","싱가포르여행","여행","해외여행","아시아","싱가포르","162","512","674","20210602"
"2843","5","미국여행","여행","해외여행","북아메리카","미국","153","461","614","20210602"
"2844","6","태국여행","여행","해외여행","아시아","태국","120","371","491","20210602"
"2845","7","사이판여행","여행","해외여행","오세아니아","미국","117","357","474","20210602"
"2846","8","베트남여행","여행","해외여행","아시아","베트남","117","351","468","20210602"
"2847","9","스위스여행","여행","해외여행","유럽","스위스","113","305","418","20210602"
"2848","10","대만여행","여행","해외여행","아시아","대만","121","265","386","20210602"
