SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10083,1,일본여행,여행,해외여행,아시아,일본,2562,9855,12417,20230321
10084,2,대만여행,여행,해외여행,아시아,대만,1670,7270,8940,20230321
10085,3,베트남여행,여행,해외여행,아시아,베트남,888,5038,5926,20230321
10086,4,후쿠오카여행,여행,해외여행,아시아,일본,1293,4291,5584,20230321
10087,5,싱가포르여행,여행,해외여행,아시아,싱가포르,769,4235,5004,20230321
10088,6,오사카여행,여행,해외여행,아시아,일본,1039,3888,4927,20230321
10089,7,세부여행,여행,해외여행,아시아,필리핀,790,3632,4422,20230321
10090,8,도쿄여행,여행,해외여행,아시아,일본,985,3276,4261,20230321
10091,9,태국여행,여행,해외여행,아시아,태국,655,3365,4020,20230321
10092,10,발리여행,여행,해외여행,아시아,인도네시아,619,3071,3690,20230321
