"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3609","1","일본여행","여행","해외여행","아시아","일본","276","980","1256","20210818"
"3610","2","하와이여행","여행","해외여행","북아메리카","미국","171","572","743","20210818"
"3611","3","괌여행","여행","해외여행","오세아니아","미국","176","466","642","20210818"
"3612","4","미국여행","여행","해외여행","북아메리카","미국","95","444","539","20210818"
"3613","5","스위스여행","여행","해외여행","유럽","스위스","88","372","460","20210818"
"3614","6","태국여행","여행","해외여행","아시아","태국","103","354","457","20210818"
"3615","7","대만여행","여행","해외여행","아시아","대만","129","309","438","20210818"
"3616","8","사이판여행","여행","해외여행","오세아니아","미국","107","295","402","20210818"
"3617","9","베트남여행","여행","해외여행","아시아","베트남","94","244","338","20210818"
"3618","10","터키여행","여행","해외여행","유럽","터키","76","228","304","20210818"
