"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6069","1","일본여행","여행","해외여행","아시아","일본","1246","9447","10693","20220416"
"6070","2","베트남여행","여행","해외여행","아시아","베트남","264","2998","3262","20220416"
"6071","3","괌여행","여행","해외여행","오세아니아","미국","179","2586","2765","20220416"
"6072","4","하와이여행","여행","해외여행","북아메리카","미국","162","2532","2694","20220416"
"6073","5","태국여행","여행","해외여행","아시아","태국","189","2379","2568","20220416"
"6074","6","싱가포르여행","여행","해외여행","아시아","싱가포르","162","2307","2469","20220416"
"6075","7","대만여행","여행","해외여행","아시아","대만","140","1713","1853","20220416"
"6076","8","터키여행","여행","해외여행","유럽","터키","138","1615","1753","20220416"
"6077","9","발리여행","여행","해외여행","아시아","인도네시아","132","1564","1696","20220416"
"6078","10","스페인여행","여행","해외여행","유럽","스페인","172","1390","1562","20220416"
