SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10346,1,일본여행,여행,해외여행,아시아,일본,1184,11501,12685,20230416
10347,2,대만여행,여행,해외여행,아시아,대만,690,7480,8170,20230416
10348,3,후쿠오카여행,여행,해외여행,아시아,일본,707,5933,6640,20230416
10349,4,싱가포르여행,여행,해외여행,아시아,싱가포르,366,5790,6156,20230416
10350,5,베트남여행,여행,해외여행,아시아,베트남,333,5806,6139,20230416
10351,6,오사카여행,여행,해외여행,아시아,일본,633,5261,5894,20230416
10352,7,도쿄여행,여행,해외여행,아시아,일본,632,4240,4872,20230416
10353,8,태국여행,여행,해외여행,아시아,태국,265,4210,4475,20230416
10354,9,세부여행,여행,해외여행,아시아,필리핀,324,3931,4255,20230416
10355,10,발리여행,여행,해외여행,아시아,인도네시아,312,3598,3910,20230416
