SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10416,1,일본여행,여행,해외여행,아시아,일본,1167,10746,11913,20230423
10417,2,대만여행,여행,해외여행,아시아,대만,633,6629,7262,20230423
10418,3,베트남여행,여행,해외여행,아시아,베트남,444,6279,6723,20230423
10419,4,후쿠오카여행,여행,해외여행,아시아,일본,761,5453,6214,20230423
10420,5,오사카여행,여행,해외여행,아시아,일본,725,5076,5801,20230423
10421,6,싱가포르여행,여행,해외여행,아시아,싱가포르,359,5164,5523,20230423
10422,7,태국여행,여행,해외여행,아시아,태국,357,4265,4622,20230423
10423,8,도쿄여행,여행,해외여행,아시아,일본,654,3907,4561,20230423
10424,9,세부여행,여행,해외여행,아시아,필리핀,316,3689,4005,20230423
10425,10,괌여행,여행,해외여행,오세아니아,미국,376,3294,3670,20230423
