SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10476,1,일본여행,여행,해외여행,아시아,일본,1076,9982,11058,20230429
10477,2,대만여행,여행,해외여행,아시아,대만,536,5307,5843,20230429
10478,3,후쿠오카여행,여행,해외여행,아시아,일본,564,4542,5106,20230429
10479,4,싱가포르여행,여행,해외여행,아시아,싱가포르,304,4703,5007,20230429
10480,5,베트남여행,여행,해외여행,아시아,베트남,347,4550,4897,20230429
10481,6,오사카여행,여행,해외여행,아시아,일본,517,3896,4413,20230429
10482,7,하와이여행,여행,해외여행,북아메리카,미국,170,3594,3764,20230429
10483,8,홍콩여행,여행,해외여행,아시아,중국,231,3529,3760,20230429
10484,9,도쿄여행,여행,해외여행,아시아,일본,487,3218,3705,20230429
10485,10,태국여행,여행,해외여행,아시아,태국,262,3404,3666,20230429
