SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9333,1,일본여행,여행,해외여행,아시아,일본,1910,21342,23252,20230108
9334,2,후쿠오카여행,여행,해외여행,아시아,일본,1230,9275,10505,20230108
9335,3,대만여행,여행,해외여행,아시아,대만,754,9357,10111,20230108
9336,4,베트남여행,여행,해외여행,아시아,베트남,586,9032,9618,20230108
9337,5,두바이여행,여행,해외여행,아시아,아랍에미리트,182,9196,9378,20230108
9338,6,오사카여행,여행,해외여행,아시아,일본,1075,8270,9345,20230108
9339,7,도쿄여행,여행,해외여행,아시아,일본,1065,6844,7909,20230108
9340,8,태국여행,여행,해외여행,아시아,태국,528,7241,7769,20230108
9341,9,싱가포르여행,여행,해외여행,아시아,싱가포르,507,6409,6916,20230108
9342,10,발리여행,여행,해외여행,아시아,인도네시아,285,4382,4667,20230108
