"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"7823","1","일본여행","여행","해외여행","아시아","일본","2586","9858","12444","20220811"
"7824","2","스위스여행","여행","해외여행","유럽","스위스","490","4867","5357","20220811"
"7825","3","태국여행","여행","해외여행","아시아","태국","879","3702","4581","20220811"
"7826","4","베트남여행","여행","해외여행","아시아","베트남","731","3742","4473","20220811"
"7827","5","괌여행","여행","해외여행","오세아니아","미국","803","2892","3695","20220811"
"7828","6","싱가포르여행","여행","해외여행","아시아","싱가포르","562","3092","3654","20220811"
"7829","7","방콕여행","여행","해외여행","아시아","태국","671","2373","3044","20220811"
"7830","8","발리여행","여행","해외여행","아시아","인도네시아","343","1750","2093","20220811"
"7831","9","다낭여행","여행","해외여행","아시아","베트남","493","1548","2041","20220811"
"7832","10","몽골여행","여행","해외여행","아시아","몽골","320","1470","1790","20220811"
