SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8843,1,일본여행,여행,해외여행,아시아,일본,1885,16341,18226,20221120
8844,2,후쿠오카여행,여행,해외여행,아시아,일본,1065,7645,8710,20221120
8845,3,오사카여행,여행,해외여행,아시아,일본,850,6041,6891,20221120
8846,4,도쿄여행,여행,해외여행,아시아,일본,891,5453,6344,20221120
8847,5,대만여행,여행,해외여행,아시아,대만,517,5298,5815,20221120
8848,6,싱가포르여행,여행,해외여행,아시아,싱가포르,321,4672,4993,20221120
8849,7,베트남여행,여행,해외여행,아시아,베트남,330,4619,4949,20221120
8850,8,태국여행,여행,해외여행,아시아,태국,387,4291,4678,20221120
8851,9,삿포로여행,여행,해외여행,아시아,일본,470,3677,4147,20221120
8852,10,세부여행,여행,해외여행,아시아,필리핀,296,2848,3144,20221120
