"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"19194","1","일본여행","여행","해외여행","아시아","일본","1056","327","1383","20200610"
"19195","2","베트남여행","여행","해외여행","아시아","베트남","630","209","839","20200610"
"19196","3","대만여행","여행","해외여행","아시아","대만","585","174","759","20200610"
"19197","4","발리여행","여행","해외여행","아시아","인도네시아","448","144","592","20200610"
"19198","5","괌여행","여행","해외여행","오세아니아","미국","400","175","575","20200610"
"19199","6","태국여행","여행","해외여행","아시아","태국","401","157","558","20200610"
"19200","7","뉴질랜드여행","여행","해외여행","오세아니아","뉴질랜드","424","104","528","20200610"
"19201","8","스위스여행","여행","해외여행","유럽","스위스","345","107","452","20200610"
"19202","9","미국여행","여행","해외여행","북아메리카","미국","314","73","387","20200610"
"19203","10","중국여행","여행","해외여행","아시아","중국","287","94","381","20200610"
