"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5719","1","일본여행","여행","해외여행","아시아","일본","846","6431","7277","20220312"
"5720","2","베트남여행","여행","해외여행","아시아","베트남","188","2135","2323","20220312"
"5721","3","하와이여행","여행","해외여행","북아메리카","미국","190","1976","2166","20220312"
"5722","4","태국여행","여행","해외여행","아시아","태국","218","1879","2097","20220312"
"5723","5","괌여행","여행","해외여행","오세아니아","미국","128","1499","1627","20220312"
"5724","6","사이판여행","여행","해외여행","오세아니아","미국","120","1445","1565","20220312"
"5725","7","싱가포르여행","여행","해외여행","아시아","싱가포르","132","1375","1507","20220312"
"5726","8","스위스여행","여행","해외여행","유럽","스위스","132","1045","1177","20220312"
"5727","9","발리여행","여행","해외여행","아시아","인도네시아","114","1062","1176","20220312"
"5728","10","터키여행","여행","해외여행","유럽","터키","131","1018","1149","20220312"
