SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9863,1,일본여행,여행,해외여행,아시아,일본,2207,9933,12140,20230227
9864,2,대만여행,여행,해외여행,아시아,대만,1455,6034,7489,20230227
9865,3,베트남여행,여행,해외여행,아시아,베트남,905,4718,5623,20230227
9866,4,발리여행,여행,해외여행,아시아,인도네시아,611,4697,5308,20230227
9867,5,싱가포르여행,여행,해외여행,아시아,싱가포르,826,4376,5202,20230227
9868,6,후쿠오카여행,여행,해외여행,아시아,일본,1244,3880,5124,20230227
9869,7,오사카여행,여행,해외여행,아시아,일본,1135,3674,4809,20230227
9870,8,세부여행,여행,해외여행,아시아,필리핀,899,3724,4623,20230227
9871,9,태국여행,여행,해외여행,아시아,태국,698,3624,4322,20230227
9872,10,도쿄여행,여행,해외여행,아시아,일본,941,2931,3872,20230227
