SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
8873,1,일본여행,여행,해외여행,아시아,일본,3308,13882,17190,20221123
8874,2,후쿠오카여행,여행,해외여행,아시아,일본,2053,6780,8833,20221123
8875,3,오사카여행,여행,해외여행,아시아,일본,1493,5242,6735,20221123
8876,4,도쿄여행,여행,해외여행,아시아,일본,1494,4401,5895,20221123
8877,5,대만여행,여행,해외여행,아시아,대만,1255,4446,5701,20221123
8878,6,베트남여행,여행,해외여행,아시아,베트남,750,3796,4546,20221123
8879,7,싱가포르여행,여행,해외여행,아시아,싱가포르,624,3443,4067,20221123
8880,8,태국여행,여행,해외여행,아시아,태국,606,3107,3713,20221123
8881,9,삿포로여행,여행,해외여행,아시아,일본,671,2663,3334,20221123
8882,10,세부여행,여행,해외여행,아시아,필리핀,581,2440,3021,20221123
