"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3579","1","일본여행","여행","해외여행","아시아","일본","156","1017","1173","20210815"
"3580","2","하와이여행","여행","해외여행","북아메리카","미국","72","769","841","20210815"
"3581","3","터키여행","여행","해외여행","유럽","터키","47","638","685","20210815"
"3582","4","괌여행","여행","해외여행","오세아니아","미국","61","596","657","20210815"
"3583","5","쿠바여행","여행","해외여행","남아메리카","쿠바","22","625","647","20210815"
"3584","6","미국여행","여행","해외여행","북아메리카","미국","64","492","556","20210815"
"3585","7","대만여행","여행","해외여행","아시아","대만","50","467","517","20210815"
"3586","8","태국여행","여행","해외여행","아시아","태국","78","398","476","20210815"
"3587","9","사이판여행","여행","해외여행","오세아니아","미국","40","415","455","20210815"
"3588","10","스위스여행","여행","해외여행","유럽","스위스","46","362","408","20210815"
