SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
10426,1,일본여행,여행,해외여행,아시아,일본,2718,10253,12971,20230424
10427,2,대만여행,여행,해외여행,아시아,대만,1606,5846,7452,20230424
10428,3,후쿠오카여행,여행,해외여행,아시아,일본,1450,5004,6454,20230424
10429,4,베트남여행,여행,해외여행,아시아,베트남,1105,5173,6278,20230424
10430,5,오사카여행,여행,해외여행,아시아,일본,1322,4389,5711,20230424
10431,6,싱가포르여행,여행,해외여행,아시아,싱가포르,849,4340,5189,20230424
10432,7,도쿄여행,여행,해외여행,아시아,일본,1196,3430,4626,20230424
10433,8,세부여행,여행,해외여행,아시아,필리핀,840,3484,4324,20230424
10434,9,태국여행,여행,해외여행,아시아,태국,807,3499,4306,20230424
10435,10,괌여행,여행,해외여행,오세아니아,미국,975,2809,3784,20230424
