SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9233,1,일본여행,여행,해외여행,아시아,일본,3202,15642,18844,20221229
9234,2,후쿠오카여행,여행,해외여행,아시아,일본,2078,7061,9139,20221229
9235,3,오사카여행,여행,해외여행,아시아,일본,1376,5646,7022,20221229
9236,4,베트남여행,여행,해외여행,아시아,베트남,1061,5660,6721,20221229
9237,5,대만여행,여행,해외여행,아시아,대만,1180,5460,6640,20221229
9238,6,도쿄여행,여행,해외여행,아시아,일본,1339,4612,5951,20221229
9239,7,싱가포르여행,여행,해외여행,아시아,싱가포르,808,4540,5348,20221229
9240,8,태국여행,여행,해외여행,아시아,태국,659,3881,4540,20221229
9241,9,삿포로여행,여행,해외여행,아시아,일본,612,2797,3409,20221229
9242,10,괌여행,여행,해외여행,오세아니아,미국,628,2459,3087,20221229
