"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"3209","1","일본여행","여행","해외여행","아시아","일본","191","682","873","20210709"
"3210","2","하와이여행","여행","해외여행","북아메리카","미국","110","710","820","20210709"
"3211","3","태국여행","여행","해외여행","아시아","태국","95","282","377","20210709"
"3212","4","미국여행","여행","해외여행","북아메리카","미국","89","275","364","20210709"
"3213","5","괌여행","여행","해외여행","오세아니아","미국","106","255","361","20210709"
"3214","6","베트남여행","여행","해외여행","아시아","베트남","76","282","358","20210709"
"3215","7","발리여행","여행","해외여행","아시아","인도네시아","35","293","328","20210709"
"3216","8","스위스여행","여행","해외여행","유럽","스위스","80","228","308","20210709"
"3217","9","대만여행","여행","해외여행","아시아","대만","60","233","293","20210709"
"3218","10","필리핀여행","여행","해외여행","아시아","필리핀","50","199","249","20210709"
