"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5469","1","일본여행","여행","해외여행","아시아","일본","609","2269","2878","20220215"
"5470","2","베트남여행","여행","해외여행","아시아","베트남","251","1475","1726","20220215"
"5471","3","태국여행","여행","해외여행","아시아","태국","233","1011","1244","20220215"
"5472","4","미국여행","여행","해외여행","북아메리카","미국","234","981","1215","20220215"
"5473","5","사이판여행","여행","해외여행","오세아니아","미국","205","772","977","20220215"
"5474","6","하와이여행","여행","해외여행","북아메리카","미국","182","737","919","20220215"
"5475","7","싱가포르여행","여행","해외여행","아시아","싱가포르","183","681","864","20220215"
"5476","8","스위스여행","여행","해외여행","유럽","스위스","166","674","840","20220215"
"5477","9","조지아여행","여행","해외여행","유럽","조지아","55","660","715","20220215"
"5478","10","필리핀여행","여행","해외여행","아시아","필리핀","165","533","698","20220215"
