SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
9123,1,일본여행,여행,해외여행,아시아,일본,1848,19147,20995,20221218
9124,2,후쿠오카여행,여행,해외여행,아시아,일본,1304,9284,10588,20221218
9125,3,베트남여행,여행,해외여행,아시아,베트남,451,7975,8426,20221218
9126,4,오사카여행,여행,해외여행,아시아,일본,943,7429,8372,20221218
9127,5,대만여행,여행,해외여행,아시아,대만,596,6668,7264,20221218
9128,6,도쿄여행,여행,해외여행,아시아,일본,853,5814,6667,20221218
9129,7,태국여행,여행,해외여행,아시아,태국,334,5315,5649,20221218
9130,8,싱가포르여행,여행,해외여행,아시아,싱가포르,350,5186,5536,20221218
9131,9,삿포로여행,여행,해외여행,아시아,일본,506,4525,5031,20221218
9132,10,스위스여행,여행,해외여행,유럽,스위스,226,4395,4621,20221218
