"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"19894","1","일본여행","여행","해외여행","아시아","일본","678","201","879","20200819"
"19895","2","베트남여행","여행","해외여행","아시아","베트남","452","74","526","20200819"
"19896","3","대만여행","여행","해외여행","아시아","대만","337","114","451","20200819"
"19897","4","발리여행","여행","해외여행","아시아","인도네시아","265","93","358","20200819"
"19898","5","스위스여행","여행","해외여행","유럽","스위스","283","72","355","20200819"
"19899","6","태국여행","여행","해외여행","아시아","태국","262","71","333","20200819"
"19900","7","하와이여행","여행","해외여행","북아메리카","미국","253","62","315","20200819"
"19901","8","괌여행","여행","해외여행","오세아니아","미국","213","87","300","20200819"
"19902","9","미국여행","여행","해외여행","북아메리카","미국","231","54","285","20200819"
"19903","10","몽골여행","여행","해외여행","아시아","몽골","199","61","260","20200819"
