"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"6219","1","일본여행","여행","해외여행","아시아","일본","2911","10596","13507","20220427"
"6220","2","베트남여행","여행","해외여행","아시아","베트남","734","3039","3773","20220427"
"6221","3","괌여행","여행","해외여행","오세아니아","미국","830","2530","3360","20220427"
"6222","4","태국여행","여행","해외여행","아시아","태국","686","2671","3357","20220427"
"6223","5","싱가포르여행","여행","해외여행","아시아","싱가포르","507","2662","3169","20220427"
"6224","6","하와이여행","여행","해외여행","북아메리카","미국","447","2096","2543","20220427"
"6225","7","터키여행","여행","해외여행","유럽","터키","313","1794","2107","20220427"
"6226","8","발리여행","여행","해외여행","아시아","인도네시아","305","1566","1871","20220427"
"6227","9","대만여행","여행","해외여행","아시아","대만","381","1480","1861","20220427"
"6228","10","사이판여행","여행","해외여행","오세아니아","미국","308","1226","1534","20220427"
